0;(0.000, -1.600, 0.000);(0.000, -1.600, 0.000);(0.000, 1.000, 0.000, 0.000);(0.000, 1.000, 0.000, 0.000)
0.02;(0.000, -1.600, 0.000);(0.000, -1.600, 0.000);(0.000, 1.000, 0.000, 0.000);(0.000, 1.000, 0.000, 0.000)
0.3533334;(0.000, -1.600, 0.000);(0.000, -1.600, 0.000);(0.000, 1.000, 0.000, 0.000);(0.000, 1.000, 0.000, 0.000)
0.4621685;(-0.143, -0.506, -0.189);(-0.348, -0.899, -0.577);(0.163, 0.117, 0.836, -0.511);(-0.449, 0.858, 0.240, 0.069)
0.4923731;(-0.143, -0.506, -0.189);(-0.347, -0.899, -0.577);(0.164, 0.116, 0.835, -0.512);(-0.448, 0.858, 0.240, 0.070)
0.5136551;(-0.143, -0.506, -0.189);(-0.348, -0.899, -0.577);(0.165, 0.118, 0.835, -0.511);(-0.448, 0.858, 0.240, 0.070)
0.6031629;(0.098, -0.115, 0.548);(-0.106, -0.508, 0.160);(0.165, 0.118, 0.835, -0.511);(-0.449, 0.858, 0.240, 0.070)
0.6219463;(0.098, -0.116, 0.548);(-0.106, -0.508, 0.160);(0.165, 0.118, 0.835, -0.511);(-0.449, 0.858, 0.240, 0.070)
0.6692476;(0.098, -0.115, 0.548);(-0.106, -0.507, 0.160);(0.164, 0.118, 0.835, -0.511);(-0.449, 0.858, 0.240, 0.070)
0.7187358;(0.098, -0.116, 0.548);(-0.106, -0.507, 0.161);(0.164, 0.119, 0.836, -0.510);(-0.449, 0.858, 0.240, 0.069)
0.7682232;(0.098, -0.116, 0.548);(-0.106, -0.507, 0.161);(0.166, 0.119, 0.835, -0.511);(-0.450, 0.857, 0.240, 0.070)
0.7828709;(0.098, -0.116, 0.548);(-0.106, -0.507, 0.161);(0.166, 0.121, 0.834, -0.512);(-0.450, 0.858, 0.240, 0.070)
0.8063086;(0.098, -0.117, 0.547);(-0.106, -0.507, 0.161);(0.167, 0.122, 0.835, -0.511);(-0.450, 0.857, 0.240, 0.070)
0.8302537;(0.098, -0.117, 0.546);(-0.106, -0.507, 0.161);(0.168, 0.124, 0.834, -0.511);(-0.450, 0.858, 0.240, 0.070)
0.8437315;(0.097, -0.118, 0.545);(-0.106, -0.507, 0.161);(0.171, 0.127, 0.833, -0.510);(-0.450, 0.857, 0.240, 0.070)
0.8576018;(0.097, -0.118, 0.545);(-0.106, -0.507, 0.161);(0.173, 0.129, 0.833, -0.510);(-0.450, 0.857, 0.240, 0.070)
0.8701077;(0.097, -0.119, 0.544);(-0.106, -0.507, 0.161);(0.175, 0.131, 0.833, -0.509);(-0.450, 0.857, 0.240, 0.070)
0.8806267;(0.096, -0.119, 0.543);(-0.106, -0.507, 0.161);(0.178, 0.134, 0.832, -0.509);(-0.450, 0.858, 0.240, 0.069)
0.8927717;(0.096, -0.120, 0.542);(-0.106, -0.507, 0.161);(0.181, 0.137, 0.831, -0.508);(-0.450, 0.858, 0.240, 0.070)
0.9068902;(0.095, -0.121, 0.541);(-0.106, -0.507, 0.161);(0.184, 0.141, 0.829, -0.508);(-0.450, 0.858, 0.240, 0.070)
0.918879;(0.094, -0.122, 0.539);(-0.106, -0.507, 0.161);(0.187, 0.145, 0.828, -0.508);(-0.450, 0.857, 0.240, 0.070)
0.9312508;(0.093, -0.123, 0.538);(-0.106, -0.507, 0.161);(0.190, 0.149, 0.827, -0.508);(-0.450, 0.857, 0.241, 0.070)
0.9444889;(0.091, -0.125, 0.536);(-0.106, -0.507, 0.161);(0.193, 0.155, 0.825, -0.509);(-0.450, 0.857, 0.241, 0.070)
0.9576687;(0.090, -0.126, 0.535);(-0.106, -0.507, 0.161);(0.196, 0.160, 0.823, -0.509);(-0.449, 0.857, 0.241, 0.070)
0.9715471;(0.089, -0.128, 0.533);(-0.106, -0.507, 0.161);(0.199, 0.165, 0.820, -0.510);(-0.449, 0.857, 0.241, 0.069)
0.9850442;(0.088, -0.129, 0.531);(-0.106, -0.507, 0.161);(0.204, 0.171, 0.818, -0.509);(-0.450, 0.857, 0.241, 0.069)
0.996438;(0.086, -0.131, 0.529);(-0.106, -0.507, 0.161);(0.210, 0.178, 0.815, -0.509);(-0.450, 0.857, 0.241, 0.069)
1.00923;(0.084, -0.132, 0.527);(-0.106, -0.507, 0.161);(0.216, 0.185, 0.812, -0.510);(-0.450, 0.857, 0.241, 0.069)
1.020839;(0.083, -0.134, 0.525);(-0.106, -0.506, 0.161);(0.219, 0.192, 0.807, -0.513);(-0.450, 0.857, 0.241, 0.068)
1.031903;(0.081, -0.136, 0.523);(-0.106, -0.506, 0.161);(0.220, 0.199, 0.804, -0.516);(-0.450, 0.857, 0.241, 0.068)
1.04429;(0.079, -0.138, 0.521);(-0.106, -0.506, 0.161);(0.219, 0.207, 0.802, -0.516);(-0.450, 0.857, 0.242, 0.068)
1.057153;(0.078, -0.140, 0.519);(-0.106, -0.506, 0.161);(0.220, 0.215, 0.803, -0.511);(-0.450, 0.857, 0.242, 0.068)
1.069;(0.077, -0.141, 0.515);(-0.106, -0.506, 0.162);(0.225, 0.223, 0.804, -0.503);(-0.450, 0.857, 0.242, 0.068)
1.085641;(0.077, -0.144, 0.511);(-0.106, -0.505, 0.162);(0.235, 0.232, 0.802, -0.497);(-0.450, 0.857, 0.242, 0.069)
1.195846;(0.076, -0.144, 0.513);(-0.106, -0.505, 0.162);(0.228, 0.230, 0.803, -0.501);(-0.450, 0.857, 0.242, 0.068)
1.256485;(0.076, -0.146, 0.508);(-0.106, -0.505, 0.162);(0.239, 0.240, 0.801, -0.494);(-0.450, 0.857, 0.243, 0.069)
1.305085;(0.047, -0.231, 0.367);(-0.108, -0.504, 0.163);(0.393, 0.581, 0.620, -0.351);(-0.450, 0.857, 0.245, 0.061)
1.32904;(0.045, -0.265, 0.334);(-0.110, -0.504, 0.163);(0.422, 0.658, 0.546, -0.302);(-0.450, 0.856, 0.246, 0.058)
1.355891;(0.045, -0.277, 0.325);(-0.110, -0.504, 0.163);(0.444, 0.671, 0.515, -0.295);(-0.451, 0.856, 0.246, 0.056)
1.369662;(0.046, -0.298, 0.310);(-0.111, -0.504, 0.163);(0.468, 0.696, 0.470, -0.275);(-0.452, 0.856, 0.246, 0.054)
1.382573;(0.046, -0.309, 0.304);(-0.111, -0.504, 0.163);(0.477, 0.708, 0.450, -0.262);(-0.452, 0.856, 0.246, 0.054)
1.394128;(0.046, -0.320, 0.299);(-0.111, -0.504, 0.163);(0.478, 0.721, 0.436, -0.248);(-0.452, 0.856, 0.246, 0.054)
1.406728;(0.047, -0.329, 0.293);(-0.111, -0.504, 0.163);(0.479, 0.732, 0.423, -0.236);(-0.451, 0.856, 0.246, 0.053)
1.418143;(0.048, -0.339, 0.288);(-0.111, -0.504, 0.163);(0.484, 0.742, 0.405, -0.225);(-0.452, 0.856, 0.246, 0.053)
1.43107;(0.049, -0.347, 0.284);(-0.111, -0.504, 0.163);(0.488, 0.747, 0.394, -0.219);(-0.452, 0.856, 0.246, 0.053)
1.443554;(0.050, -0.355, 0.282);(-0.111, -0.504, 0.163);(0.491, 0.752, 0.386, -0.212);(-0.452, 0.856, 0.246, 0.053)
1.458248;(0.052, -0.364, 0.277);(-0.111, -0.504, 0.163);(0.493, 0.760, 0.374, -0.199);(-0.452, 0.856, 0.247, 0.052)
1.471207;(0.053, -0.370, 0.274);(-0.111, -0.503, 0.163);(0.495, 0.766, 0.364, -0.188);(-0.451, 0.856, 0.247, 0.053)
1.483015;(0.055, -0.377, 0.271);(-0.112, -0.503, 0.163);(0.499, 0.770, 0.355, -0.179);(-0.451, 0.856, 0.248, 0.052)
1.496812;(0.057, -0.383, 0.269);(-0.112, -0.503, 0.163);(0.504, 0.772, 0.348, -0.170);(-0.449, 0.857, 0.248, 0.051)
