0.02;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.41, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.3533334;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.4725026;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.5871105;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.6070827;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.6275824;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.6420085;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.6551743;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.6685193;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.6795871;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.6929215;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.7048581;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.7177092;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.7296898;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.7403631;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.752636;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.7636994;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.7744116;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.7871931;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.8034244;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.8163105;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.8281354;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.8392856;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.8495668;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.862757;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.8748983;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.887237;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.9014887;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.9136608;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.9250901;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.9378036;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
0.9502406;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.9626445;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.9752364;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
0.9874488;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
1.001172;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
1.011396;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.53, 0.34, 0.72)
1.02489;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
1.037045;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
1.053284;(-0.10, 0.73, 0.72);(0.17, 0.77, 0.61);(0.18, -0.52, -0.40, 0.73);(-0.30, -0.52, 0.34, 0.72)
