0.9604802;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9668514;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9733781;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9790406;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9850283;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9911138;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.996932;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.003657;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.011467;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.01948;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.025228;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.031272;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.038437;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.045662;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.052825;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.059254;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.065287;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.07207;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.077907;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.084417;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.090698;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.096922;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.103661;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.110058;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.117133;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.123454;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.130525;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.137666;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.145484;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.152485;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.159443;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.166015;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.173774;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.180182;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.187328;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.194046;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.201265;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.208625;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.218019;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.22439;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.230679;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.237404;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.244419;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.252399;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.258556;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.264748;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.272471;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.280109;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.288482;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.295247;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.303012;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.309767;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.31814;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.32407;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.330475;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.337383;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.343235;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.35029;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.356337;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.363054;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.369877;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.375822;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.382631;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.388688;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.395229;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.402002;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.408813;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.417139;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.42364;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.43019;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.436761;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.443062;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.449354;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.456327;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.462832;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.469962;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.476525;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.483795;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.490623;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.496899;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.503718;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.510182;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.516728;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.523042;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.529355;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.536866;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.542956;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.550381;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.556723;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.562728;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.569863;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.575513;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.581083;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.588123;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.594539;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.601823;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.608772;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.616154;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.62439;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.631115;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.637625;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.644016;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.650925;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.656609;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.663278;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.669811;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.676099;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.683996;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.691079;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.697575;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.705047;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.711337;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.717705;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.724447;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.730416;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.736756;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.742488;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.748418;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.755233;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.761051;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.767819;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.773756;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.779461;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.786382;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.792499;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.798167;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.805329;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.810969;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.817367;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.825186;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.831257;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.839776;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.847599;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.855272;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.862721;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.871533;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.87881;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.886656;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.893841;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.901667;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.909916;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.917295;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.924261;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.932687;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.941559;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.948809;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.956738;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.96428;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.973358;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.98111;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.989395;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.996287;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.004596;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.011922;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.019556;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.029639;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.036561;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.042115;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.04824;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.054605;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.060495;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.067035;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.072979;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.079082;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.085397;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.09152;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.097943;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.104408;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.110703;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.117735;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.123824;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.130372;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.137395;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.143764;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.15114;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.156924;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.163187;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.169995;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.175847;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.182151;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.188287;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.194113;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.200437;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.207598;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.214081;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.220716;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.228369;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.234314;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.240206;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.246051;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.252984;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.259212;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.265527;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.273113;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.279249;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.287304;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.294459;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.302046;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.309216;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.318104;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.325771;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.335233;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.342983;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.351041;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.357998;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.364589;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.372739;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.380892;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.388388;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.395136;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.401833;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.408158;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.414528;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.420669;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.42723;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.436017;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.441698;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.447779;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.455347;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.464046;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.473961;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.481174;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.487951;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.493621;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.499255;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.506367;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.512069;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.5432;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.549439;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.556511;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.56227;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.571235;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.577667;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.585552;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.592495;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.599746;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.608002;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.614892;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.622468;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.628994;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.637532;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.643531;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.650093;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.656011;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.661927;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.668253;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.674113;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.680562;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.687793;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.693549;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.699643;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.706396;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.71246;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.719591;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.725657;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.731772;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.738069;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.743572;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.750019;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.756517;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.762205;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.769012;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.774565;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.78036;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.787788;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.793811;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.800433;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.806253;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.811826;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.81837;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.824121;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.829918;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.839966;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.84578;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.852704;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.859455;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.866213;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.872199;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.878103;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.885602;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.89274;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.89847;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.904892;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.911341;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.918325;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.924783;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.931469;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.937722;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.943647;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.950156;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.956675;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.962899;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.969815;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.975919;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.982118;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.990232;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.996911;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.003937;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.010007;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.016245;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.02252;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.028329;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.035187;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.043284;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.049204;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.055527;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.061157;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.068643;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.074573;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.080287;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
3.087742;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
