0;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.02;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.3533334;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.4156581;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.4449799;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.4625953;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.4747705;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.4884991;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.5346889;position;(0.0, 0.0, 0.0);(0.0, 0.0, 0.0)
0.5540912;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.5802981;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.5937783;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.6159167;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.6433038;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.6653038;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.6905518;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.7158331;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.7415208;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.7672091;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.7923852;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.8169734;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.8436744;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.8652673;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.8904752;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9152473;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9399534;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.9647225;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
0.991331;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.016547;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.042026;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.067658;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.092307;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.116931;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.144042;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.168416;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.191814;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.215766;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.24142;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.267305;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.294541;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.317285;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.342086;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.366199;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.391761;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.416541;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.441094;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.466476;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.491543;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.520812;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.542007;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.567418;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.592115;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.615949;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.643107;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.666257;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.691565;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.718669;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.743639;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.766282;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.792222;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.816309;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.841315;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.867498;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.892121;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.930598;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.944175;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.970759;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
1.993058;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.017302;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.044014;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.067003;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.091226;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.114813;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.14421;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.165231;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.191175;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.214032;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.239876;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.265077;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.29183;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.314761;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.340743;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.367416;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.390193;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.402456;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.414671;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.42839;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.44164;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.45418;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.467612;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.480601;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.492903;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.504035;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.517703;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.529624;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.543876;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.558693;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
2.56789;position;(0.0, 0.0, 0.5);(0.0, 0.0, 0.5)
