0;(0.000, -1.600, 0.000);(0.000, -1.600, 0.000);(0.000, 1.000, 0.000, 0.000);(0.000, 1.000, 0.000, 0.000)
0.02;(0.000, -1.600, 0.000);(0.000, -1.600, 0.000);(0.000, 1.000, 0.000, 0.000);(0.000, 1.000, 0.000, 0.000)
0.3533334;(0.000, -1.600, 0.000);(0.000, -1.600, 0.000);(0.000, 1.000, 0.000, 0.000);(0.000, 1.000, 0.000, 0.000)
0.4725863;(-0.204, -0.980, -0.478);(-0.261, -0.977, -0.467);(-0.535, 0.801, 0.164, -0.211);(0.481, 0.782, 0.164, 0.362)
0.5076458;(-0.205, -0.979, -0.477);(-0.258, -0.978, -0.465);(-0.537, 0.799, 0.169, -0.211);(0.489, 0.774, 0.169, 0.366)
0.5885693;(0.081, -0.544, 0.284);(0.027, -0.541, 0.296);(-0.535, 0.800, 0.168, -0.213);(0.492, 0.770, 0.182, 0.363)
0.6055077;(0.083, -0.543, 0.284);(0.026, -0.540, 0.297);(-0.536, 0.799, 0.169, -0.215);(0.497, 0.765, 0.191, 0.362)
0.663057;(0.078, -0.542, 0.283);(0.030, -0.541, 0.297);(-0.502, 0.822, 0.159, -0.215);(0.488, 0.769, 0.184, 0.369)
0.7102305;(0.076, -0.541, 0.283);(0.032, -0.540, 0.299);(-0.493, 0.828, 0.155, -0.216);(0.489, 0.766, 0.186, 0.373)
0.7554566;(0.076, -0.541, 0.283);(0.033, -0.540, 0.299);(-0.495, 0.828, 0.155, -0.215);(0.490, 0.764, 0.189, 0.375)
0.7699488;(0.075, -0.540, 0.284);(0.034, -0.540, 0.300);(-0.494, 0.828, 0.159, -0.215);(0.492, 0.760, 0.195, 0.377)
0.7851784;(0.073, -0.540, 0.284);(0.035, -0.538, 0.300);(-0.494, 0.827, 0.163, -0.214);(0.496, 0.758, 0.202, 0.373)
0.8080196;(0.073, -0.538, 0.285);(0.035, -0.537, 0.302);(-0.499, 0.823, 0.167, -0.211);(0.500, 0.754, 0.209, 0.371)
0.8337342;(0.072, -0.538, 0.285);(0.036, -0.537, 0.302);(-0.503, 0.821, 0.170, -0.210);(0.505, 0.750, 0.214, 0.370)
0.8501294;(0.072, -0.536, 0.286);(0.037, -0.536, 0.304);(-0.506, 0.818, 0.176, -0.210);(0.512, 0.744, 0.222, 0.367)
0.8682348;(0.071, -0.537, 0.286);(0.036, -0.535, 0.304);(-0.510, 0.815, 0.181, -0.210);(0.515, 0.742, 0.227, 0.365)
0.884052;(0.070, -0.537, 0.286);(0.036, -0.533, 0.305);(-0.513, 0.812, 0.181, -0.210);(0.522, 0.740, 0.231, 0.357)
0.8970948;(0.070, -0.535, 0.287);(0.035, -0.532, 0.305);(-0.521, 0.808, 0.182, -0.207);(0.531, 0.735, 0.238, 0.348)
0.9106264;(0.070, -0.534, 0.286);(0.035, -0.531, 0.305);(-0.528, 0.804, 0.184, -0.203);(0.535, 0.733, 0.242, 0.343)
0.9252114;(0.070, -0.533, 0.286);(0.035, -0.531, 0.305);(-0.534, 0.800, 0.188, -0.198);(0.536, 0.732, 0.246, 0.341)
0.9399422;(0.070, -0.532, 0.286);(0.034, -0.530, 0.305);(-0.539, 0.797, 0.194, -0.190);(0.538, 0.731, 0.248, 0.339)
0.953618;(0.071, -0.531, 0.286);(0.033, -0.529, 0.305);(-0.542, 0.796, 0.198, -0.183);(0.540, 0.730, 0.249, 0.337)
0.9670717;(0.071, -0.530, 0.286);(0.033, -0.528, 0.304);(-0.544, 0.795, 0.201, -0.177);(0.542, 0.730, 0.250, 0.333)
0.9824616;(0.072, -0.529, 0.286);(0.032, -0.527, 0.304);(-0.551, 0.792, 0.203, -0.168);(0.546, 0.729, 0.252, 0.328)
0.9957938;(0.074, -0.525, 0.287);(0.029, -0.525, 0.304);(-0.564, 0.784, 0.210, -0.153);(0.554, 0.726, 0.253, 0.321)
1.006737;(0.075, -0.522, 0.286);(0.028, -0.525, 0.302);(-0.575, 0.776, 0.220, -0.140);(0.558, 0.724, 0.251, 0.319)
1.019638;(0.077, -0.518, 0.286);(0.027, -0.525, 0.302);(-0.585, 0.767, 0.231, -0.127);(0.561, 0.723, 0.246, 0.319)
1.03201;(0.077, -0.517, 0.286);(0.025, -0.525, 0.300);(-0.593, 0.759, 0.242, -0.121);(0.564, 0.722, 0.240, 0.321)
1.042506;(0.080, -0.517, 0.282);(0.026, -0.524, 0.302);(-0.596, 0.754, 0.250, -0.118);(0.569, 0.719, 0.238, 0.320)
1.055373;(0.080, -0.515, 0.285);(0.023, -0.523, 0.300);(-0.596, 0.755, 0.248, -0.115);(0.572, 0.712, 0.250, 0.321)
1.070469;(0.080, -0.513, 0.287);(0.022, -0.522, 0.297);(-0.589, 0.757, 0.256, -0.120);(0.575, 0.709, 0.252, 0.322)
1.084053;(0.080, -0.511, 0.289);(0.021, -0.522, 0.297);(-0.580, 0.762, 0.262, -0.123);(0.574, 0.706, 0.254, 0.328)
1.098855;(0.080, -0.510, 0.291);(0.021, -0.522, 0.298);(-0.567, 0.769, 0.268, -0.125);(0.572, 0.703, 0.256, 0.335)
1.111209;(0.080, -0.509, 0.289);(0.020, -0.522, 0.298);(-0.553, 0.781, 0.264, -0.124);(0.570, 0.702, 0.260, 0.337)
1.124473;(0.082, -0.506, 0.288);(0.019, -0.521, 0.298);(-0.531, 0.798, 0.261, -0.118);(0.568, 0.701, 0.265, 0.339)
1.135394;(0.087, -0.500, 0.285);(0.017, -0.519, 0.295);(-0.497, 0.821, 0.257, -0.109);(0.563, 0.701, 0.273, 0.342)
1.146166;(0.091, -0.498, 0.284);(0.016, -0.517, 0.293);(-0.483, 0.834, 0.249, -0.096);(0.554, 0.708, 0.276, 0.342)
1.157869;(0.095, -0.498, 0.282);(0.014, -0.514, 0.291);(-0.475, 0.843, 0.238, -0.081);(0.539, 0.718, 0.280, 0.340)
1.169003;(0.098, -0.497, 0.279);(0.012, -0.513, 0.292);(-0.462, 0.857, 0.219, -0.062);(0.519, 0.732, 0.276, 0.344)
1.178107;(0.099, -0.496, 0.277);(0.010, -0.512, 0.289);(-0.447, 0.869, 0.206, -0.053);(0.494, 0.755, 0.262, 0.344)
1.190404;(0.097, -0.495, 0.278);(0.009, -0.510, 0.289);(-0.422, 0.883, 0.195, -0.060);(0.463, 0.785, 0.236, 0.337)
1.202352;(0.096, -0.496, 0.280);(0.006, -0.511, 0.284);(-0.418, 0.883, 0.197, -0.078);(0.458, 0.799, 0.213, 0.328)
1.213279;(0.097, -0.495, 0.280);(0.003, -0.512, 0.281);(-0.398, 0.892, 0.192, -0.089);(0.438, 0.819, 0.185, 0.321)
1.22576;(0.097, -0.493, 0.280);(0.000, -0.513, 0.278);(-0.377, 0.902, 0.188, -0.094);(0.424, 0.833, 0.156, 0.318)
1.238043;(0.098, -0.490, 0.279);(-0.002, -0.516, 0.277);(-0.351, 0.913, 0.185, -0.093);(0.416, 0.841, 0.128, 0.321)
1.249933;(0.099, -0.486, 0.278);(-0.003, -0.518, 0.277);(-0.314, 0.928, 0.184, -0.085);(0.411, 0.843, 0.107, 0.331)
1.261353;(0.102, -0.483, 0.277);(-0.003, -0.518, 0.278);(-0.281, 0.940, 0.179, -0.074);(0.407, 0.841, 0.096, 0.343)
1.273816;(0.105, -0.482, 0.275);(-0.003, -0.518, 0.277);(-0.248, 0.952, 0.167, -0.062);(0.396, 0.841, 0.093, 0.355)
1.286532;(0.108, -0.482, 0.274);(-0.001, -0.516, 0.278);(-0.214, 0.964, 0.148, -0.053);(0.373, 0.846, 0.090, 0.371)
1.300859;(0.111, -0.483, 0.272);(0.001, -0.515, 0.279);(-0.180, 0.975, 0.122, -0.044);(0.330, 0.854, 0.079, 0.394)
